path,type,size,sha256,references,duplicate_group,status
pdf/assets-optimized/thumbs/more-naraka.jpg,jpg,32004,2bfa3594db0295c5,0,,
pdf/assets-optimized/thumbs/more-qingnv.jpg,jpg,57566,e4f7647db9d330ca,0,,
pdf/assets-optimized/thumbs/more-slzh.jpg,jpg,23963,69174de427550d6d,0,,
pdf/assets-optimized/thumbs/more-tianyu.jpg,jpg,44524,1bc9499063a31782,0,,
pdf/assets-optimized/thumbs/more-ue5.jpg,jpg,7916,819dec084103e792,0,,
pdf/assets-optimized/thumbs/more-unity.jpg,jpg,32749,2fdff16236af49fb,0,,
pdf/assets-optimized/thumbs/more-wow.jpg,jpg,42627,99ca017a79991cf3,0,,
pdf/assets-optimized/thumbs/more-xxyx.jpg,jpg,79211,f28835053537e4e8,0,,
portfolio-output/Jazim-Lau-Game-Motion-Portfolio-2026.pdf,pdf,5487057,c227ebffa1bd6017,0,,
public/favicon.svg,svg,703,d447fe7776fed254,0,,
public/assets/files/Jazim-Lau-CV.pdf,pdf,311260,5b488a3712c1db41,0,,
public/assets/images/project-01-cover.jpg,jpg,142363,d4d66257b3a91b02,0,,
public/assets/images/project-02-cover.jpg,jpg,131651,d6670448a56ccc77,0,,
public/assets/images/project-04-cover.jpg,jpg,122450,44a2b53b6e9592a1,0,,
public/assets/images/project-05-cover.jpg,jpg,59476,1f19e5dea357d583,0,,
public/assets/images/project-06-cover.jpg,jpg,46622,913cde764dd26230,0,,
public/assets/videos/ad/mhxy-814-maintenance.m3u8,m3u8,1513,1864c0750820c02f,0,,
public/assets/videos/ad/mhxy-814-maintenance_000.ts,ts,604608,,0,,
public/assets/videos/ad/mhxy-814-maintenance_001.ts,ts,605548,,0,,
public/assets/videos/ad/mhxy-814-maintenance_002.ts,ts,3160844,,0,,
public/assets/videos/ad/mhxy-814-maintenance_003.ts,ts,1325024,,0,,
public/assets/videos/ad/mhxy-814-maintenance_004.ts,ts,1497044,,0,,
public/assets/videos/ad/mhxy-814-maintenance_005.ts,ts,889428,,0,,
public/assets/videos/ad/mhxy-814-maintenance_006.ts,ts,1573936,,0,,
public/assets/videos/ad/mhxy-814-maintenance_007.ts,ts,1738436,,0,,
public/assets/videos/ad/mhxy-814-maintenance_008.ts,ts,1465460,,0,,
public/assets/videos/ad/mhxy-814-maintenance_009.ts,ts,1352848,,0,,
public/assets/videos/ad/mhxy-814-maintenance_010.ts,ts,1469596,,0,,
public/assets/videos/ad/mhxy-814-maintenance_011.ts,ts,1079496,,0,,
public/assets/videos/ad/mhxy-814-maintenance_012.ts,ts,398372,,0,,
public/assets/videos/ad/mhxy-814-maintenance_013.ts,ts,2059916,,0,,
public/assets/videos/ad/mhxy-814-maintenance_014.ts,ts,1991108,,0,,
public/assets/videos/ad/mhxy-814-maintenance_015.ts,ts,489928,,0,,
public/assets/videos/ad/mhxy-814-maintenance_016.ts,ts,393108,,0,,
public/assets/videos/ad/mhxy-814-maintenance_017.ts,ts,1915532,,0,,
public/assets/videos/ad/mhxy-814-maintenance_018.ts,ts,1559272,,0,,
public/assets/videos/ad/mhxy-814-maintenance_019.ts,ts,900144,,0,,
public/assets/videos/ad/mhxy-814-maintenance_020.ts,ts,139496,,0,,
public/assets/videos/ad/mhxy-814-maintenance_021.ts,ts,1854244,,0,,
public/assets/videos/ad/mhxy-814-maintenance_022.ts,ts,1481816,,0,,
public/assets/videos/ad/mhxy-814-maintenance_023.ts,ts,1263736,,0,,
public/assets/videos/ad/mhxy-814-maintenance_024.ts,ts,1108824,,0,,
public/assets/videos/ad/mhxy-814-maintenance_025.ts,ts,3468600,,0,,
public/assets/videos/ad/mhxy-814-maintenance_026.ts,ts,27824,,0,,
public/assets/videos/ad/mhxy-814-maintenance_027.ts,ts,818552,,0,,
public/assets/videos/ad/mhxy-814-maintenance_028.ts,ts,444996,,0,,
public/assets/videos/ad/mhxy-814-maintenance_029.ts,ts,72756,,0,,
public/assets/videos/ad/mhxy-815-maintenance.m3u8,m3u8,1606,07ff8910ec432453,0,,
public/assets/videos/ad/mhxy-815-maintenance_000.ts,ts,589004,,0,,
public/assets/videos/ad/mhxy-815-maintenance_001.ts,ts,575656,,0,,
public/assets/videos/ad/mhxy-815-maintenance_002.ts,ts,3037140,,0,,
public/assets/videos/ad/mhxy-815-maintenance_003.ts,ts,1660040,,0,,
public/assets/videos/ad/mhxy-815-maintenance_004.ts,ts,629048,,0,,
public/assets/videos/ad/mhxy-815-maintenance_005.ts,ts,838856,,0,,
public/assets/videos/ad/mhxy-815-maintenance_006.ts,ts,1590480,,0,,
public/assets/videos/ad/mhxy-815-maintenance_007.ts,ts,1206020,,0,,
public/assets/videos/ad/mhxy-815-maintenance_008.ts,ts,190444,,0,,
public/assets/videos/ad/mhxy-815-maintenance_009.ts,ts,765536,,0,,
public/assets/videos/ad/mhxy-815-maintenance_010.ts,ts,698232,,0,,
public/assets/videos/ad/mhxy-815-maintenance_011.ts,ts,1051860,,0,,
public/assets/videos/ad/mhxy-815-maintenance_012.ts,ts,3053872,,0,,
public/assets/videos/ad/mhxy-815-maintenance_013.ts,ts,1664364,,0,,
public/assets/videos/ad/mhxy-815-maintenance_014.ts,ts,1555136,,0,,
public/assets/videos/ad/mhxy-815-maintenance_015.ts,ts,445560,,0,,
public/assets/videos/ad/mhxy-815-maintenance_016.ts,ts,1544984,,0,,
public/assets/videos/ad/mhxy-815-maintenance_017.ts,ts,1961592,,0,,
public/assets/videos/ad/mhxy-815-maintenance_018.ts,ts,3642688,,0,,
public/assets/videos/ad/mhxy-815-maintenance_019.ts,ts,1391764,,0,,
public/assets/videos/ad/mhxy-815-maintenance_020.ts,ts,1233656,,0,,
public/assets/videos/ad/mhxy-815-maintenance_021.ts,ts,1147176,,0,,
public/assets/videos/ad/mhxy-815-maintenance_022.ts,ts,769108,,0,,
public/assets/videos/ad/mhxy-815-maintenance_023.ts,ts,1993552,,0,,
public/assets/videos/ad/mhxy-815-maintenance_024.ts,ts,1057500,,0,,
public/assets/videos/ad/mhxy-815-maintenance_025.ts,ts,141940,,0,,
public/assets/videos/ad/mhxy-815-maintenance_026.ts,ts,1198876,,0,,
public/assets/videos/ad/mhxy-815-maintenance_027.ts,ts,820620,,0,,
public/assets/videos/ad/mhxy-815-maintenance_028.ts,ts,431648,,0,,
public/assets/videos/ad/mhxy-815-maintenance_029.ts,ts,837540,,0,,
public/assets/videos/ad/mhxy-815-maintenance_030.ts,ts,538996,,0,,
public/assets/videos/ad/mhxy-815-maintenance_031.ts,ts,3225328,,0,,
public/assets/videos/ad/mhxy-datangtezhongbing.m3u8,m3u8,545,86b5ad650a90f6d5,0,,
public/assets/videos/ad/mhxy-datangtezhongbing_000.ts,ts,3629528,,0,,
public/assets/videos/ad/mhxy-datangtezhongbing_001.ts,ts,1430492,,0,,
public/assets/videos/ad/mhxy-datangtezhongbing_002.ts,ts,1049228,,0,,
public/assets/videos/ad/mhxy-datangtezhongbing_003.ts,ts,4313848,,0,,
public/assets/videos/ad/mhxy-datangtezhongbing_004.ts,ts,4692480,,0,,
public/assets/videos/ad/mhxy-datangtezhongbing_005.ts,ts,4339792,,0,,
public/assets/videos/ad/mhxy-datangtezhongbing_006.ts,ts,2789356,,0,,
public/assets/videos/ad/mhxy-datangtezhongbing_007.ts,ts,558736,,0,,
public/assets/videos/ad/mhxy-datangtezhongbing_008.ts,ts,4744180,,0,,
public/assets/videos/ad/mhxy-fuchoudaxi.m3u8,m3u8,564,1c7c86fb53be17cc,0,,
public/assets/videos/ad/mhxy-fuchoudaxi_000.ts,ts,4723500,,0,,
public/assets/videos/ad/mhxy-fuchoudaxi_001.ts,ts,2740476,,0,,
public/assets/videos/ad/mhxy-fuchoudaxi_002.ts,ts,1618492,,0,,
public/assets/videos/ad/mhxy-fuchoudaxi_003.ts,ts,4484928,,0,,
public/assets/videos/ad/mhxy-fuchoudaxi_004.ts,ts,1099236,,0,,
public/assets/videos/ad/mhxy-fuchoudaxi_005.ts,ts,2641964,,0,,
public/assets/videos/ad/mhxy-fuchoudaxi_006.ts,ts,3989548,,0,,
public/assets/videos/ad/mhxy-fuchoudaxi_007.ts,ts,4078096,,0,,
public/assets/videos/ad/mhxy-fuchoudaxi_008.ts,ts,1274452,,0,,
public/assets/videos/ad/mhxy-fuchoudaxi_009.ts,ts,5824616,,0,,
public/assets/videos/ad/mhxy-fuchoudaxi_010.ts,ts,4265156,,0,,
public/assets/videos/ad/mhxy-gaoebaoji.m3u8,m3u8,473,4e1f2459d4c2745b,0,,
public/assets/videos/ad/mhxy-gaoebaoji_000.ts,ts,6981944,,0,,
public/assets/videos/ad/mhxy-gaoebaoji_001.ts,ts,1561152,,0,,
public/assets/videos/ad/mhxy-gaoebaoji_002.ts,ts,718160,,0,,
public/assets/videos/ad/mhxy-gaoebaoji_003.ts,ts,3831252,,0,,
public/assets/videos/ad/mhxy-gaoebaoji_004.ts,ts,1806492,,0,,
public/assets/videos/ad/mhxy-gaoebaoji_005.ts,ts,3010256,,0,,
public/assets/videos/ad/mhxy-gaoebaoji_006.ts,ts,3247888,,0,,
public/assets/videos/ad/mhxy-gaoebaoji_007.ts,ts,3442280,,0,,
public/assets/videos/ad/mhxy-gaoebaoji_008.ts,ts,3233976,,0,,
public/assets/videos/ad/mhxy-kol-lishenmechuang.m3u8,m3u8,505,67ad27e3e1898080,0,,
public/assets/videos/ad/mhxy-kol-lishenmechuang_000.ts,ts,2180424,,0,,
public/assets/videos/ad/mhxy-kol-lishenmechuang_001.ts,ts,2838424,,0,,
public/assets/videos/ad/mhxy-kol-lishenmechuang_002.ts,ts,2677684,,0,,
public/assets/videos/ad/mhxy-kol-lishenmechuang_003.ts,ts,1478244,,0,,
public/assets/videos/ad/mhxy-kol-lishenmechuang_004.ts,ts,2993148,,0,,
public/assets/videos/ad/mhxy-kol-lishenmechuang_005.ts,ts,1495164,,0,,
public/assets/videos/ad/mhxy-kol-lishenmechuang_006.ts,ts,8169728,,0,,
public/assets/videos/ad/mhxy-kol-lishenmechuang_007.ts,ts,4310464,,0,,
public/assets/videos/ad/mhxy-kol-menghuanjinian.m3u8,m3u8,554,4c6f9b7a08fc4d6e,0,,
public/assets/videos/ad/mhxy-kol-menghuanjinian_000.ts,ts,4867884,,0,,
public/assets/videos/ad/mhxy-kol-menghuanjinian_001.ts,ts,1475612,,0,,
public/assets/videos/ad/mhxy-kol-menghuanjinian_002.ts,ts,2900652,,0,,
public/assets/videos/ad/mhxy-kol-menghuanjinian_003.ts,ts,6407416,,0,,
public/assets/videos/ad/mhxy-kol-menghuanjinian_004.ts,ts,1782428,,0,,
public/assets/videos/ad/mhxy-kol-menghuanjinian_005.ts,ts,5759004,,0,,
public/assets/videos/ad/mhxy-kol-menghuanjinian_006.ts,ts,1900116,,0,,
public/assets/videos/ad/mhxy-kol-menghuanjinian_007.ts,ts,5054380,,0,,
public/assets/videos/ad/mhxy-kol-menghuanjinian_008.ts,ts,2819060,,0,,
public/assets/videos/ad/mhxy-linli-haidaohunfang.m3u8,m3u8,513,4b80a6850dbbb0be,0,,
public/assets/videos/ad/mhxy-linli-haidaohunfang_000.ts,ts,5518364,,0,,
public/assets/videos/ad/mhxy-linli-haidaohunfang_001.ts,ts,3509020,,0,,
public/assets/videos/ad/mhxy-linli-haidaohunfang_002.ts,ts,2633316,,0,,
public/assets/videos/ad/mhxy-linli-haidaohunfang_003.ts,ts,5025428,,0,,
public/assets/videos/ad/mhxy-linli-haidaohunfang_004.ts,ts,901460,,0,,
public/assets/videos/ad/mhxy-linli-haidaohunfang_005.ts,ts,2712652,,0,,
public/assets/videos/ad/mhxy-linli-haidaohunfang_006.ts,ts,9117248,,0,,
public/assets/videos/ad/mhxy-linli-haidaohunfang_007.ts,ts,3867724,,0,,
public/assets/videos/ad/mhxy-linli-haoxiaoxi.m3u8,m3u8,435,0899d0261155b911,0,,
public/assets/videos/ad/mhxy-linli-haoxiaoxi_000.ts,ts,3266876,,0,,
public/assets/videos/ad/mhxy-linli-haoxiaoxi_001.ts,ts,4838932,,0,,
public/assets/videos/ad/mhxy-linli-haoxiaoxi_002.ts,ts,2461484,,0,,
public/assets/videos/ad/mhxy-linli-haoxiaoxi_003.ts,ts,3648516,,0,,
